Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
4953340518052,HR,Male,41,Specialist,10/20/2019 10:09:04.000000000,7,PhD,5,6613.12,20,27,10,4,50,4,94,0,3.62,false
5860442753346,Engineering,Female,21,Developer,02/22/2022 22:48:49.000000000,6,PhD,2,6855.84,61,33,12,27,30,4,0,0,1.8,false
376743988148,IT,Agender,49,Consultant,10/02/2009 15:49:38.000000000,7,High School,2,4740.39,49,33,13,14,54,1,48,0,2.26,true
5223434905972,Customer Support,Female,43,Technician,09/24/2010 10:56:30.000000000,2,Bachelor,3,4677.66,41,6,2,6,63,1,94,0,4.86,false
958541670252,Engineering,Female,56,Analyst,03/28/2008 12:23:25.000000000,10,Master,1,2329.19,29,28,19,28,78,6,67,0,3.98,true
4698468848042,Operations,Female,36,Analyst,05/25/2011 14:43:39.000000000,7,Bachelor,5,4036.85,61,25,1,24,82,1,27,1,4.11,true
8810356687851,Customer Support,Female,29,Engineer,09/17/2020 21:55:47.000000000,6,High School,1,2077.31,42,17,1,26,89,1,30,2,2.73,false
4670996862760,Legal,Female,50,Developer,03/03/2002 21:06:32.000000000,6,Master,3,6544.81,20,17,5,18,26,1,49,2,2.58,true
1564826421579,Sales,Male,43,Developer,04/07/2000 13:50:22.000000000,6,Master,1,6322.17,31,44,10,7,55,16,12,0,3.56,false
166690844462,Sales,Female,47,Specialist,04/05/2010 12:09:49.000000000,7,PhD,4,497.44,30,33,9,10,77,12,31,1,2.34,true
1976255581785,Legal,Female,26,Analyst,09/22/2003 02:12:58.000000000,5,Master,4,5749.07,26,22,1,14,91,6,94,0,0.76,false
8760313647159,Customer Support,Genderfluid,18,Developer,01/30/2018 01:13:35.000000000,9,High School,2,8235.93,55,34,8,26,93,8,87,1,2.5,true
1606440900091,HR,Male,49,Manager,11/22/2001 20:36:24.000000000,4,Master,2,850.39,59,13,13,27,84,4,24,1,3.17,false
6265832326595,Sales,Female,53,Developer,11/14/2013 01:21:39.000000000,9,Bachelor,5,2988.67,38,44,20,12,21,9,68,1,0.62,true
8756004706479,Sales,Female,42,Consultant,07/09/2000 20:56:44.000000000,6,Bachelor,5,2704.72,34,44,5,14,64,4,38,1,3.62,true
7823932207815,IT,Male,41,Specialist,11/19/2020 12:44:32.000000000,10,Master,5,1305.02,53,40,6,3,64,14,32,2,2.06,true
6827063585686,Engineering,Male,22,Manager,07/01/2015 01:41:52.000000000,3,Master,3,2342.82,62,3,20,6,38,13,84,2,0.77,true
3353311676730,HR,Female,32,Consultant,09/26/2017 01:14:20.000000000,9,Bachelor,4,3250.72,61,8,17,14,27,5,3,2,0.88,false
8681476728732,Legal,Female,27,Engineer,08/11/2010 01:14:52.000000000,7,Master,3,7465.82,53,39,15,24,74,5,5,2,0.92,false
7053167120432,HR,Male,38,Technician,01/01/2010 17:42:39.000000000,3,Bachelor,4,1679.54,22,14,8,5,77,3,37,1,4.87,false
2900759227642,Sales,Male,49,Consultant,12/17/2015 19:54:12.000000000,8,PhD,2,5975.52,52,26,2,14,66,10,97,0,4.26,false
6105223776409,HR,Female,37,Consultant,01/13/2016 12:30:10.000000000,5,Bachelor,3,1199.88,60,16,12,23,35,18,51,2,2.03,true
952412252555,IT,Male,40,Analyst,06/19/2002 21:23:03.000000000,5,Bachelor,3,3042.68,43,13,9,22,92,12,68,2,4.58,true
7660439084384,HR,Genderfluid,43,Analyst,07/04/2004 12:09:40.000000000,3,PhD,3,6717.18,56,35,14,24,73,19,77,2,3.5,false
5272703848076,Operations,Female,32,Developer,03/27/2012 16:42:09.000000000,2,High School,4,6875.14,39,17,17,31,66,10,95,0,0.87,false
1363422333086,Sales,Male,54,Engineer,07/25/2011 16:54:27.000000000,3,Bachelor,2,3766.92,40,6,7,0,62,20,78,2,4.79,true
440868559341,Engineering,Female,25,Developer,07/12/2002 14:01:23.000000000,2,Master,5,7276.45,25,10,1,23,51,13,35,0,4.45,false
8183838293065,IT,Bigender,50,Manager,09/18/2012 11:14:03.000000000,6,PhD,3,3771.43,53,50,16,26,11,2,82,2,3.35,false
8070907101016,IT,Female,24,Developer,09/24/2003 23:33:03.000000000,7,PhD,4,7627.08,26,10,9,14,9,7,100,2,1.03,true
2634775889064,Engineering,Female,41,Engineer,02/16/2012 11:29:26.000000000,2,Master,2,1567.91,45,39,4,6,43,5,16,2,4.45,true
1071290940853,Marketing,Bigender,48,Engineer,06/19/2022 07:35:29.000000000,3,PhD,1,5598.31,65,26,16,21,39,8,43,1,3.09,true
2840468275073,Marketing,Male,46,Specialist,05/28/2009 05:23:00.000000000,10,PhD,3,8791.93,54,32,18,24,63,2,68,2,3.67,true
5727569242797,HR,Female,55,Developer,06/23/2004 18:32:01.000000000,2,Bachelor,3,8498.43,47,36,11,5,27,17,92,0,3.5,true
7055799884721,Legal,Female,51,Technician,10/30/2018 10:00:55.000000000,9,Master,3,8057.79,42,17,18,23,96,6,70,0,2.39,true
7303515213290,Engineering,Male,22,Specialist,09/29/2005 20:11:53.000000000,7,Master,5,3763.87,56,37,16,30,52,16,43,0,0.83,false
4662724801311,Engineering,Male,37,Specialist,11/14/2008 20:41:53.000000000,10,Master,3,6904.86,61,13,2,14,19,17,13,0,3.64,false
4408472570054,Customer Support,Female,42,Specialist,08/07/2015 22:20:01.000000000,4,Bachelor,4,6827.55,51,22,8,17,81,9,99,2,1.44,false
6424082843676,Customer Support,Male,18,Developer,09/22/2014 14:51:36.000000000,9,Master,5,6161.45,52,44,16,23,53,1,56,0,4.53,true
7485292606099,HR,Male,19,Engineer,08/29/2007 00:09:03.000000000,9,PhD,5,3105.83,23,31,1,13,98,14,56,2,1.04,false
9885863018678,Operations,Female,51,Analyst,03/23/2014 15:22:49.000000000,4,Master,4,8292.24,64,10,10,11,28,15,18,1,2.06,false
3278515876124,Engineering,Female,50,Technician,01/13/2022 05:41:30.000000000,8,PhD,3,8369.17,39,36,16,29,47,13,13,1,0.97,false
6473106319752,Operations,Bigender,42,Specialist,04/24/2009 10:45:32.000000000,8,Master,5,6669.33,31,8,4,7,20,6,10,2,1.08,false
3104105086733,Customer Support,Female,55,Technician,08/04/2010 17:44:35.000000000,3,High School,2,514.57,25,5,8,18,17,18,94,1,4.06,true
5095616376991,Marketing,Female,39,Developer,07/13/2016 17:52:12.000000000,7,PhD,3,5785.83,27,8,14,20,95,10,6,2,1.11,false
6241511866868,Customer Support,Female,20,Specialist,04/22/2007 06:47:43.000000000,2,Bachelor,1,1385.56,48,41,7,23,61,9,57,2,2.49,false
4448325659901,Sales,Male,32,Manager,12/02/2008 02:22:06.000000000,6,High School,5,7660.97,49,34,0,18,65,2,94,1,0.37,false
9542008063710,Customer Support,Female,37,Specialist,04/10/2020 16:59:12.000000000,2,Master,4,7219.7,32,1,10,19,76,1,35,0,4.58,true
9528559911282,Operations,Female,50,Specialist,12/04/2006 23:49:28.000000000,6,Master,4,8945.13,53,23,10,22,42,16,65,2,3.79,false
7047187646260,Sales,Male,24,Developer,05/02/2020 04:30:42.000000000,5,High School,4,6973.83,61,32,6,2,56,9,91,0,3.53,true
8674198332956,Operations,Female,29,Consultant,10/15/2011 12:58:49.000000000,3,Bachelor,2,3401.99,54,0,19,17,34,16,53,1,0.99,true
2157500179116,Sales,Male,57,Specialist,09/27/2014 15:42:45.000000000,4,High School,2,2888.97,42,0,13,19,9,12,1,0,1.26,false
1758928537894,Legal,Female,18,Engineer,08/13/2010 21:05:08.000000000,4,Bachelor,1,3934.7,20,17,0,23,0,9,74,2,1.44,true
216853216198,Legal,Female,43,Technician,10/09/2005 02:30:57.000000000,10,Bachelor,5,1868.39,20,7,1,30,69,11,70,2,4.88,true
450172876543,Operations,Bigender,19,Consultant,01/26/2013 09:09:33.000000000,9,Bachelor,3,626.5,25,26,1,27,36,3,91,2,4.8,false
7939098103724,Operations,Genderqueer,24,Analyst,11/10/2006 11:56:16.000000000,6,Bachelor,3,5213.83,64,36,14,31,95,20,12,2,3.92,true
2725330942808,HR,Male,32,Engineer,08/27/2016 03:37:27.000000000,8,High School,3,3848.99,51,18,14,10,32,1,57,0,1.77,false
4634262624819,Engineering,Female,22,Consultant,02/04/2004 23:01:23.000000000,4,Bachelor,5,599.49,39,26,14,3,93,17,84,2,2.28,true
3917372067750,HR,Female,32,Manager,05/14/2005 17:18:48.000000000,3,Master,3,4028.14,58,8,7,3,53,4,96,1,3.42,false
2484307232456,Marketing,Male,40,Technician,09/06/2002 14:56:21.000000000,10,High School,5,1397.4,48,24,19,7,22,3,76,0,0.69,true
12208344462,Finance,Genderqueer,39,Manager,01/02/2007 03:35:59.000000000,2,High School,1,2647.6,40,5,4,24,95,4,15,2,3.21,false
7373433911793,HR,Female,38,Developer,10/26/2010 21:37:33.000000000,9,High School,5,2475.02,35,50,9,31,71,9,32,0,1.97,false
6616356708056,Marketing,Agender,22,Analyst,12/20/2012 06:28:21.000000000,6,PhD,5,4843.14,34,37,9,3,27,5,66,2,1.77,false
5819346165880,Marketing,Female,50,Manager,07/20/2018 23:41:08.000000000,5,PhD,4,1911.91,55,0,8,17,75,17,36,1,4.23,true
6596013046462,Legal,Female,25,Developer,07/27/2020 14:20:14.000000000,7,Master,2,844.45,54,14,1,10,80,11,68,0,0.74,true
6431398333263,HR,Polygender,20,Developer,11/21/2022 03:45:54.000000000,10,High School,1,2552.54,56,41,5,20,56,6,79,2,2.43,true
6205126882037,Operations,Female,38,Consultant,03/13/2022 19:06:46.000000000,9,PhD,5,2034.96,44,36,19,25,17,6,70,2,2.67,false
94165476226,HR,Female,43,Consultant,07/28/2003 14:35:33.000000000,7,High School,4,5958.8,44,30,18,21,27,2,64,2,1.24,true
4939861740129,Customer Support,Male,46,Engineer,01/16/2006 16:27:21.000000000,7,Bachelor,1,7057.82,60,14,0,31,5,12,44,1,1.27,false
4094414651697,Operations,Male,49,Technician,08/25/2019 17:39:50.000000000,6,Master,4,8976.71,27,4,3,9,71,10,26,2,1.72,false
9670568332105,Sales,Male,35,Developer,02/02/2014 14:15:37.000000000,5,Bachelor,3,7299.82,48,47,7,26,43,11,7,0,3.86,true
7975561870217,IT,Male,35,Developer,08/27/2007 22:57:55.000000000,3,Bachelor,3,2420.84,43,26,9,1,74,4,22,2,3.79,true
9803410006623,HR,Female,54,Manager,03/04/2008 04:11:08.000000000,10,PhD,1,8194.84,47,13,2,25,49,8,50,0,3.3,true
8610396926985,Customer Support,Genderfluid,28,Manager,11/20/2015 04:29:14.000000000,4,PhD,5,5462.25,62,17,7,11,94,2,60,0,2.5,true
1138935409340,Engineering,Female,39,Technician,09/20/2017 01:07:25.000000000,7,PhD,2,7503.48,31,11,5,31,83,20,8,0,3.25,false
5112935710062,Sales,Female,23,Specialist,01/24/2007 17:31:46.000000000,7,High School,2,671.17,23,48,20,6,34,14,21,0,4.12,true
3443900599712,Operations,Male,23,Engineer,07/05/2002 19:49:13.000000000,3,PhD,3,1406.29,42,22,18,15,67,7,52,2,4.19,false
9991879537436,Customer Support,Female,22,Technician,08/28/2007 10:20:42.000000000,4,High School,1,3408.71,37,47,9,15,3,1,49,0,4.4,true
4434842782650,Marketing,Polygender,48,Developer,08/18/2020 21:24:27.000000000,2,Master,2,2464.73,33,22,6,2,64,9,59,0,2.04,true
2783296673122,Legal,Male,53,Consultant,01/25/2010 17:48:29.000000000,8,PhD,3,2953.49,52,40,7,29,79,9,11,1,3.15,true
3777531453440,HR,Male,53,Specialist,11/04/2001 01:42:11.000000000,7,High School,1,3594.28,24,13,2,22,86,3,61,0,2.86,true
5742650773394,Customer Support,Female,29,Engineer,09/21/2005 14:37:21.000000000,8,PhD,1,5405.28,45,43,5,7,22,10,43,1,2.39,true
4489479718180,IT,Male,59,Consultant,09/11/2001 03:09:25.000000000,3,High School,4,1255.0,61,35,2,9,29,3,60,2,4.21,true
7576801542037,Marketing,Polygender,59,Consultant,02/12/2004 05:12:20.000000000,7,High School,2,2868.3,34,31,19,9,58,15,58,2,0.53,false
3054708875779,Engineering,Female,39,Analyst,09/23/2010 05:38:25.000000000,10,Bachelor,1,7664.15,63,33,6,25,53,15,18,1,1.69,true
1152103611460,Sales,Female,59,Consultant,08/06/2004 23:21:06.000000000,9,Master,1,8713.22,60,26,1,18,36,11,22,0,0.78,false
8448725853118,IT,Male,41,Specialist,03/15/2015 21:22:22.000000000,6,PhD,4,6523.45,47,26,4,31,69,12,7,0,4.32,true
3424515943723,Sales,Male,49,Developer,09/25/2010 07:26:16.000000000,7,Master,3,5482.74,36,21,0,18,56,18,82,0,1.13,true
9675698478542,Customer Support,Male,44,Engineer,03/27/2007 09:47:32.000000000,3,Master,1,6920.2,47,21,12,23,14,20,94,2,1.64,false
2252994198786,Operations,Male,44,Consultant,02/02/2003 12:01:11.000000000,5,PhD,1,601.6,57,28,1,28,89,8,47,0,4.8,true
4019114455929,Sales,Non-binary,40,Manager,09/01/2000 18:00:16.000000000,4,Master,5,3939.37,49,49,14,0,2,9,37,1,0.9,true
3133274559692,Finance,Female,46,Engineer,05/27/2011 05:05:56.000000000,2,Master,3,3717.15,45,17,3,14,43,8,12,0,2.09,false
9847946967974,Engineering,Female,56,Analyst,07/14/2000 13:08:39.000000000,9,Master,2,1666.04,41,7,13,18,86,5,34,2,1.05,true
9269388883139,Operations,Genderqueer,24,Technician,12/30/2000 09:26:33.000000000,5,Master,4,1449.3,40,5,2,13,93,5,49,0,2.72,true
3162987362780,Marketing,Female,19,Technician,10/31/2008 16:46:57.000000000,2,High School,2,4471.83,41,25,0,24,83,5,68,1,0.4,true
5382492191297,Engineering,Male,52,Engineer,12/29/2006 16:17:28.000000000,3,Bachelor,2,3097.08,47,19,5,3,39,19,67,0,3.91,false
1534519200621,Engineering,Female,57,Developer,06/10/2002 10:04:18.000000000,2,Master,5,4591.03,32,35,2,20,21,16,22,2,3.29,true
6070115301119,Marketing,Male,46,Manager,02/08/2013 07:38:29.000000000,6,PhD,1,8505.95,29,31,17,18,88,12,25,1,0.18,true
1967753871246,Legal,Male,24,Analyst,03/06/2013 16:21:55.000000000,4,High School,4,2739.32,38,42,14,12,74,4,18,1,3.64,false
1136017733309,IT,Polygender,47,Developer,02/01/2021 13:49:15.000000000,6,Bachelor,5,3624.55,63,21,1,15,27,12,80,2,0.13,false
5662374738575,Sales,Bigender,40,Analyst,10/04/2000 23:01:04.000000000,4,Master,4,234.81,53,37,19,14,23,20,98,1,0.2,true
6356785441047,Legal,Male,50,Specialist,11/18/2009 06:20:37.000000000,2,High School,4,8783.1,30,46,20,28,26,18,87,0,0.18,false
9797290835473,Sales,Female,19,Technician,09/06/2013 10:05:01.000000000,5,PhD,4,3974.34,53,49,10,31,33,2,18,2,2.57,true
1070949755259,Operations,Male,55,Analyst,07/09/2009 05:23:11.000000000,7,Bachelor,1,3396.76,45,50,10,6,44,18,22,2,4.2,false
531564963588,Customer Support,Male,26,Consultant,10/16/2003 08:36:03.000000000,4,Master,3,6772.32,28,50,19,4,40,18,40,2,2.29,false
4057478088469,Customer Support,Male,24,Specialist,04/10/2020 10:47:49.000000000,9,Master,4,409.56,50,14,5,11,88,10,40,0,3.0,false
1749198948533,IT,Male,53,Developer,07/20/2007 09:15:27.000000000,10,Master,1,7013.47,60,17,4,3,54,6,52,0,1.38,true
6447604888565,HR,Male,41,Specialist,12/20/2019 18:28:30.000000000,2,Bachelor,2,7045.2,60,33,9,5,61,4,27,0,4.91,true
8520532213048,IT,Male,56,Analyst,12/18/2014 14:57:34.000000000,6,High School,4,1582.1,48,7,11,3,97,1,77,0,0.67,true
861774665145,HR,Female,27,Analyst,03/05/2015 00:55:11.000000000,3,Master,1,4312.47,25,42,4,3,21,13,62,0,1.16,false
6864780072118,IT,Male,34,Technician,07/07/2018 10:11:17.000000000,9,PhD,2,5511.73,22,36,5,30,5,10,26,2,3.38,false
4344387468637,HR,Female,60,Consultant,01/10/2015 05:33:33.000000000,4,Bachelor,2,4895.13,44,20,5,12,2,6,21,0,4.05,true
9134183441278,Legal,Female,28,Technician,03/02/2004 01:16:00.000000000,6,PhD,4,346.6,47,45,14,4,61,4,68,1,2.01,true
4543751845144,Marketing,Female,39,Engineer,12/14/2021 00:22:09.000000000,6,Bachelor,2,5930.65,43,1,4,12,97,20,35,0,0.09,false
2393191616075,IT,Female,45,Analyst,01/03/2019 05:27:43.000000000,6,Master,4,612.05,54,39,13,8,2,4,41,0,3.77,true
462297496669,Sales,Female,46,Consultant,08/08/2005 10:39:08.000000000,3,PhD,2,6903.11,30,9,0,28,77,9,23,0,0.14,false
9265250211635,HR,Female,34,Engineer,12/02/2012 03:51:41.000000000,9,PhD,5,7778.3,58,0,10,23,76,4,24,2,2.44,false
2410665161131,Customer Support,Male,60,Technician,12/29/2011 12:18:01.000000000,8,High School,4,308.56,34,11,13,19,48,4,64,0,4.03,false
9031533640807,Marketing,Male,51,Analyst,08/03/2003 21:15:51.000000000,2,Master,5,1207.32,29,28,11,0,87,10,94,0,2.14,false
1973524000750,Customer Support,Male,43,Analyst,06/09/2010 12:06:18.000000000,4,High School,1,8003.71,32,16,10,5,75,2,17,1,3.98,true
8200220299512,Marketing,Male,50,Consultant,06/04/2022 08:29:36.000000000,3,High School,4,841.68,55,26,6,31,87,4,74,0,5.0,false
4513362977045,Finance,Female,32,Specialist,07/07/2003 00:52:47.000000000,10,Bachelor,3,2713.08,61,23,16,4,59,9,48,0,2.08,false
9892968025565,Sales,Female,53,Specialist,05/18/2012 14:42:56.000000000,7,Bachelor,1,1117.07,22,50,17,3,93,2,23,1,0.99,false
6480871865551,Customer Support,Female,41,Manager,11/26/2013 19:43:12.000000000,10,High School,3,4762.92,48,30,11,1,42,17,32,2,3.01,true
5929352968701,Engineering,Female,36,Developer,04/15/2014 02:11:35.000000000,4,Master,3,4202.73,33,21,1,3,93,8,7,0,1.03,false
840949984265,Legal,Bigender,35,Engineer,09/07/2012 13:12:46.000000000,10,Master,4,585.91,64,31,11,2,32,8,37,2,0.4,true
5550166283511,Marketing,Female,37,Engineer,01/02/2005 17:15:51.000000000,4,Master,2,3263.67,37,7,0,2,7,8,21,2,0.08,true
3665844838474,IT,Female,29,Specialist,04/09/2010 16:29:02.000000000,4,Bachelor,5,1805.78,54,41,4,20,94,6,74,0,3.18,true
6986908051093,HR,Male,28,Technician,11/12/2010 21:21:29.000000000,10,PhD,1,8403.61,60,22,17,17,28,19,48,1,2.7,true
2969464916281,Operations,Male,25,Specialist,08/14/2008 19:54:26.000000000,5,PhD,3,7823.58,27,47,11,6,28,17,47,2,0.83,true
2463252362873,IT,Female,48,Analyst,06/16/2002 08:55:44.000000000,4,High School,4,4211.82,23,5,10,5,90,12,43,1,4.66,true
3387675340155,Legal,Female,55,Technician,01/22/2004 03:26:23.000000000,3,Master,5,947.02,65,5,20,25,91,17,1,1,3.48,false
4586883644183,Legal,Female,25,Consultant,03/15/2013 06:02:54.000000000,4,Bachelor,3,7947.09,29,36,2,15,17,19,81,2,4.44,true
6440019792828,HR,Female,57,Analyst,12/06/2021 15:38:35.000000000,5,Master,3,6767.46,27,18,10,4,99,2,30,2,0.76,false
8000721922309,Operations,Male,25,Technician,10/20/2014 04:50:08.000000000,7,Bachelor,2,5927.91,57,13,18,4,92,3,94,1,1.89,true
3973649009845,IT,Bigender,32,Engineer,12/23/2009 11:22:40.000000000,5,Bachelor,5,1306.24,22,25,12,8,52,5,69,1,1.46,false
7666698423188,Marketing,Male,44,Developer,02/16/2016 05:13:01.000000000,7,High School,1,4210.49,42,12,12,23,57,5,91,0,1.21,false
9943272227608,HR,Bigender,51,Engineer,02/08/2002 08:53:46.000000000,6,Bachelor,5,3024.84,40,32,20,12,0,2,13,1,0.79,false
9504502840431,Legal,Male,42,Manager,10/18/2008 12:48:47.000000000,3,PhD,4,1404.44,60,1,16,31,2,17,10,1,4.45,true
1015449974270,IT,Male,60,Manager,01/17/2018 07:07:00.000000000,5,PhD,3,1091.04,28,15,4,7,57,4,17,0,0.65,true
3609571251120,Marketing,Male,28,Technician,06/06/2010 22:53:57.000000000,3,PhD,3,1589.79,48,27,6,9,77,15,47,0,3.97,true
1971306922197,Engineering,Female,21,Technician,06/12/2018 23:47:19.000000000,2,Master,2,7860.45,64,34,11,6,17,9,28,2,1.83,true
5016435415971,Operations,Male,36,Specialist,06/26/2014 17:06:00.000000000,10,Bachelor,3,1050.85,27,29,15,30,83,7,5,0,4.76,true
223885476791,HR,Male,59,Analyst,05/07/2010 22:13:44.000000000,4,PhD,5,3710.84,53,16,3,25,23,11,92,0,3.2,false
6854480861026,Sales,Female,30,Consultant,01/09/2020 11:10:01.000000000,10,High School,2,1212.6,62,46,4,8,39,15,9,0,2.16,true
8189653694070,Operations,Female,55,Engineer,10/16/2011 01:08:37.000000000,8,Bachelor,4,8414.27,59,7,5,12,66,11,50,1,0.19,false
806964998381,Operations,Female,36,Consultant,02/12/2013 23:45:06.000000000,8,Bachelor,1,7678.01,60,7,10,2,7,13,30,0,1.66,false
7684166373547,Operations,Male,50,Engineer,01/12/2013 21:11:05.000000000,5,Master,5,4006.02,51,22,5,3,17,9,15,0,1.32,false
5863882329574,HR,Female,56,Engineer,03/28/2008 04:55:24.000000000,7,High School,4,2906.85,31,18,16,23,63,6,3,1,0.22,false
3656655184359,IT,Female,55,Engineer,03/17/2005 12:57:07.000000000,8,PhD,3,4792.75,57,16,10,12,51,2,26,2,4.14,true
7592257392674,Legal,Female,37,Specialist,02/21/2018 14:59:02.000000000,5,High School,4,3657.27,45,43,10,10,61,6,54,2,1.09,true
6255420118016,Operations,Female,51,Developer,06/08/2003 03:15:32.000000000,10,Bachelor,2,8123.36,59,29,2,25,16,20,11,1,2.33,true
787973381568,Sales,Male,34,Developer,08/07/2001 08:26:17.000000000,2,High School,1,8574.17,43,20,13,31,47,3,71,1,4.01,true
5987134989696,Finance,Female,23,Analyst,09/03/2013 07:18:34.000000000,9,Master,1,8090.63,48,15,8,1,63,1,44,0,3.05,false
3451593270924,Engineering,Female,41,Specialist,02/13/2016 14:00:37.000000000,6,Master,4,3294.95,59,16,11,14,88,8,67,1,1.7,false
1354400335545,Operations,Female,59,Manager,07/19/2016 20:26:39.000000000,7,Bachelor,1,2625.06,32,18,4,13,23,16,20,1,4.75,false
1380498071575,HR,Female,52,Developer,02/11/2010 01:14:34.000000000,9,Master,3,4823.17,35,21,13,5,55,16,71,2,3.41,false
5067040313946,Sales,Female,42,Engineer,01/27/2008 21:36:17.000000000,4,PhD,5,3233.88,26,28,1,15,76,20,7,1,4.45,false
2975752012030,HR,Female,42,Technician,03/26/2015 20:17:52.000000000,2,Bachelor,5,4634.51,54,16,18,2,34,8,72,2,2.06,true
1015618577346,Operations,Bigender,36,Engineer,11/05/2017 18:54:32.000000000,9,Bachelor,4,4934.62,21,0,10,19,88,1,0,1,0.61,false
3924406105953,Customer Support,Male,30,Manager,08/20/2010 22:51:30.000000000,7,Bachelor,4,4746.77,32,16,18,30,38,12,63,1,0.77,false
1110503328733,Marketing,Male,29,Consultant,01/28/2012 19:32:15.000000000,5,High School,1,7956.14,56,25,16,16,73,19,68,1,0.13,true
1959168280064,Marketing,Male,46,Specialist,01/29/2009 20:04:50.000000000,2,Bachelor,4,3329.12,21,5,11,26,6,18,41,0,3.3,false
