Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
1785098478381,IT,Genderfluid,33,Specialist,05/24/2017 16:51:01.000000000,3,High School,4,4970.23,58,12,5,26,61,2,76,2,3.73,true
2555495528712,Legal,Polygender,23,Specialist,09/16/2013 16:49:35.000000000,5,High School,2,4128.15,46,35,5,21,61,5,44,2,1.44,false
8895248903699,Operations,Male,55,Developer,01/29/2011 01:09:18.000000000,9,High School,2,6247.63,31,38,19,21,22,13,19,1,3.0,true
4999446204409,Marketing,Male,53,Developer,05/18/2019 17:02:09.000000000,2,Master,3,5548.02,37,11,19,20,64,3,6,2,1.92,true
7645548067505,Operations,Female,25,Consultant,08/27/2012 15:24:57.000000000,4,PhD,2,1300.97,29,16,8,4,25,5,49,1,4.29,true
5111413375112,Engineering,Female,22,Consultant,11/26/2009 10:06:53.000000000,10,High School,2,3582.95,44,43,13,30,4,4,69,2,3.62,false
9425538812085,Operations,Female,54,Analyst,02/29/2008 01:03:42.000000000,3,PhD,4,1195.92,52,28,5,10,64,19,98,0,1.63,true
9011756570461,Engineering,Female,55,Developer,10/07/2012 08:33:42.000000000,8,High School,2,4740.85,42,30,2,5,27,6,27,1,0.61,true
9442000249764,Engineering,Male,51,Developer,05/24/2011 18:34:38.000000000,5,Master,1,490.52,43,17,2,18,43,13,24,1,1.52,false
6663368479000,Sales,Female,23,Manager,09/17/2022 17:49:32.000000000,5,PhD,4,2375.08,58,49,13,13,31,13,32,1,3.14,false
146131787739,Marketing,Female,32,Technician,04/10/2007 10:32:17.000000000,2,Bachelor,4,708.98,44,2,18,30,71,12,83,1,1.11,false
8739643557733,Operations,Male,52,Specialist,05/05/2008 09:28:35.000000000,10,PhD,5,7290.28,43,8,16,11,0,13,17,2,4.11,false
7713431510240,Engineering,Male,47,Technician,05/01/2019 13:03:11.000000000,10,Bachelor,3,6708.55,50,43,7,9,13,2,11,0,3.38,true
3118766380475,Legal,Male,60,Specialist,01/31/2021 21:39:13.000000000,8,Master,5,1787.0,53,27,0,17,84,16,17,2,4.31,true
8414191300359,Legal,Male,30,Specialist,07/19/2004 12:49:12.000000000,7,High School,3,8700.2,63,13,3,18,22,6,68,1,0.64,false
8958606094547,Engineering,Female,47,Analyst,09/30/2016 21:59:51.000000000,6,High School,4,1996.76,62,28,12,10,42,16,6,2,4.1,true
7345627385050,Finance,Male,24,Consultant,12/13/2005 08:50:30.000000000,9,PhD,2,7543.13,29,28,19,11,87,10,30,0,4.31,false
1483298529460,Engineering,Bigender,30,Engineer,01/17/2003 08:37:46.000000000,2,Master,5,1253.0,45,42,13,14,77,17,55,2,2.25,false
9332756848734,Operations,Female,46,Technician,03/02/2001 08:35:15.000000000,6,Master,4,7765.75,44,44,16,25,21,15,94,0,1.65,true
341108323667,HR,Female,25,Technician,08/30/2000 15:05:34.000000000,8,Master,1,7448.38,32,47,10,31,33,20,82,1,1.25,false
8899065206825,HR,Male,35,Technician,12/30/2015 19:55:33.000000000,3,PhD,2,2708.32,24,38,20,3,80,8,57,0,4.82,true
1789274314645,Legal,Male,18,Developer,11/14/2009 05:12:22.000000000,10,Bachelor,5,3936.09,26,28,13,22,56,18,74,2,1.19,true
3668907637471,HR,Bigender,36,Developer,07/30/2001 22:19:36.000000000,4,High School,5,8388.68,59,39,7,27,87,10,50,0,4.35,true
7717362982298,HR,Male,60,Specialist,05/31/2009 03:06:31.000000000,7,Master,2,5091.01,57,50,15,7,98,14,14,2,1.17,true
5457141157195,Engineering,Male,53,Consultant,01/24/2020 06:04:53.000000000,3,Master,5,4385.65,45,38,1,17,55,3,16,0,1.89,false
1953556674970,HR,Male,58,Manager,10/10/2019 08:42:41.000000000,4,High School,3,1984.4,49,35,20,14,30,1,92,1,3.63,true
4994723422093,HR,Female,19,Consultant,03/27/2005 10:56:57.000000000,2,High School,5,6339.05,30,5,12,27,72,17,1,0,4.74,false
2928519523101,Sales,Polygender,33,Technician,01/18/2011 12:16:21.000000000,4,Master,2,55.09,47,31,18,8,61,8,6,2,3.02,false
4402140788556,HR,Male,38,Engineer,08/05/2012 19:26:44.000000000,3,PhD,5,3147.42,59,36,16,22,15,5,19,2,4.23,false
8214026279347,Customer Support,Male,30,Consultant,12/24/2018 15:48:18.000000000,9,Bachelor,4,401.73,58,29,19,4,82,17,81,1,4.43,false
4495597795086,Finance,Female,48,Specialist,06/24/2014 18:20:28.000000000,3,Master,1,6414.9,59,8,12,29,86,10,13,2,1.82,true
9222186493283,Engineering,Female,28,Developer,07/25/2019 20:16:44.000000000,10,Master,1,6212.29,62,4,18,30,57,10,99,2,1.01,false
9009014051327,Sales,Female,23,Engineer,07/07/2015 20:45:25.000000000,8,Master,2,441.9,33,49,19,21,5,5,10,1,4.89,true
9004961671457,HR,Female,47,Analyst,08/09/2005 04:11:56.000000000,3,Bachelor,3,8802.15,27,43,4,23,66,4,73,1,2.98,false
320539633619,HR,Male,45,Analyst,01/15/2015 09:51:32.000000000,2,Bachelor,5,3478.88,45,22,20,1,10,5,65,2,2.55,true
477169282606,HR,Male,52,Specialist,10/11/2002 03:11:37.000000000,9,Master,3,6472.85,59,4,19,26,31,17,45,2,0.72,true
1567114237015,Finance,Male,49,Engineer,04/08/2002 05:39:35.000000000,3,PhD,5,4911.04,31,1,11,11,4,12,72,0,2.16,true
8494469934941,Legal,Male,35,Manager,11/10/2012 16:56:02.000000000,9,PhD,1,8860.4,65,4,18,19,9,13,6,2,4.45,false
3892803599216,Operations,Female,30,Manager,11/04/2005 22:01:33.000000000,4,Bachelor,2,5042.45,54,19,0,30,17,13,45,2,3.05,false
1687526267216,Sales,Male,32,Specialist,03/25/2021 21:16:56.000000000,2,Bachelor,2,5158.4,38,6,14,28,18,8,96,1,0.04,false
3048114097912,IT,Female,60,Engineer,05/23/2019 13:24:02.000000000,8,Master,5,7776.39,26,10,4,26,40,1,92,1,2.95,true
2621785598275,IT,Male,59,Developer,01/11/2018 19:08:35.000000000,10,Master,5,834.99,36,36,9,17,10,15,97,0,2.13,true
2141066927264,Customer Support,Male,22,Consultant,12/31/2020 21:36:36.000000000,5,Bachelor,2,3268.12,30,45,7,9,55,10,14,2,0.65,true
4875956260715,Engineering,Male,54,Developer,04/24/2022 05:53:29.000000000,9,High School,3,6246.9,29,9,5,19,28,2,16,2,4.6,false
4249540030798,Engineering,Male,44,Manager,06/25/2022 12:55:51.000000000,4,High School,1,6281.49,29,7,13,20,93,7,52,0,2.07,true
219825451488,Engineering,Male,52,Engineer,09/03/2018 04:05:43.000000000,10,PhD,5,771.19,58,24,10,15,31,19,85,0,3.68,false
9192634990856,Engineering,Female,38,Analyst,09/14/2006 17:49:06.000000000,6,Master,4,1367.62,32,9,6,13,79,18,70,1,4.76,false
52855151391,Engineering,Female,58,Technician,09/15/2006 05:18:07.000000000,4,High School,4,3135.7,49,15,7,20,14,9,35,0,4.05,false
8581324757304,HR,Male,38,Developer,03/28/2012 16:00:57.000000000,3,Master,3,7329.26,46,40,5,31,81,15,2,0,4.36,true
3477047679127,Operations,Male,44,Consultant,01/23/2019 04:59:12.000000000,8,Bachelor,2,1723.38,23,30,19,8,90,20,11,0,4.47,false
9126815759587,Finance,Female,52,Developer,04/17/2019 04:01:40.000000000,7,Master,2,5198.56,51,38,0,15,16,3,12,2,3.12,true
2013248331146,Operations,Male,59,Consultant,01/22/2003 06:24:09.000000000,10,Master,5,6057.8,28,26,2,2,4,11,44,1,4.93,true
7576939725583,Marketing,Male,34,Consultant,03/12/2020 04:36:32.000000000,7,Bachelor,1,3509.49,62,30,19,10,97,1,33,2,2.85,true
8732278755742,Operations,Female,32,Engineer,04/18/2002 06:15:22.000000000,4,High School,1,6232.15,35,12,10,2,71,10,33,0,0.71,false
3195844718804,IT,Male,24,Specialist,03/30/2004 14:20:11.000000000,5,PhD,3,427.81,49,42,15,0,67,4,16,2,3.71,false
4981548773012,Legal,Male,42,Engineer,02/14/2022 01:41:28.000000000,2,High School,4,1940.74,50,7,20,20,97,8,47,1,3.62,false
7861206133427,Legal,Female,43,Developer,07/23/2007 07:07:24.000000000,10,High School,2,3349.09,51,18,6,27,63,17,79,1,0.73,false
1002968257680,IT,Male,32,Analyst,09/07/2009 07:59:33.000000000,6,PhD,3,7702.61,53,38,17,1,8,8,42,1,1.32,false
8075509361868,Engineering,Female,42,Specialist,12/26/2006 16:44:41.000000000,10,High School,3,5206.25,43,22,4,30,44,16,3,1,2.09,true
7029908987576,IT,Male,45,Engineer,05/22/2008 05:50:40.000000000,3,PhD,3,4078.01,47,29,0,22,100,9,63,0,1.53,true
1729876769612,Operations,Female,26,Developer,06/22/2016 13:50:45.000000000,8,PhD,1,2623.48,56,32,17,3,100,10,50,1,1.91,false
4946725989624,Customer Support,Male,36,Analyst,09/11/2022 03:55:33.000000000,6,PhD,3,7982.19,53,33,19,15,75,15,29,2,2.49,true
7606337521757,Customer Support,Female,60,Manager,12/15/2020 21:07:54.000000000,4,High School,2,6476.07,39,42,5,1,58,9,83,2,2.35,true
9535586903365,Customer Support,Male,50,Consultant,10/26/2013 04:24:40.000000000,8,Bachelor,4,3618.65,48,40,1,4,22,12,71,0,1.83,true
4667124887153,Legal,Polygender,24,Technician,04/06/2001 00:42:35.000000000,8,High School,2,5581.96,33,24,6,15,48,3,65,1,2.88,true
7062121290491,HR,Male,47,Consultant,05/30/2000 06:56:53.000000000,5,High School,5,7805.77,65,22,5,13,67,8,3,0,2.66,true
4618229391537,Finance,Male,38,Specialist,01/15/2019 06:19:43.000000000,10,PhD,2,7608.21,47,28,3,28,91,14,46,0,4.08,false
854911148300,Operations,Female,36,Analyst,01/02/2020 08:32:34.000000000,3,Bachelor,1,2262.88,35,39,2,1,66,11,34,2,4.26,true
1147102298990,Operations,Agender,40,Analyst,04/10/2021 10:15:09.000000000,7,High School,2,7122.02,50,18,2,8,49,15,96,0,1.55,false
1614370474695,IT,Genderqueer,23,Consultant,04/05/2004 12:03:29.000000000,10,Master,5,5413.39,50,13,4,25,27,7,45,1,0.3,false
3356651040360,IT,Female,51,Specialist,09/08/2004 20:26:14.000000000,6,PhD,3,8913.28,28,2,19,8,73,12,71,0,3.54,false
8773273370477,HR,Female,46,Developer,07/12/2013 15:46:28.000000000,9,PhD,5,5113.22,31,24,9,8,96,9,89,1,2.82,true
8661245675686,Engineering,Female,33,Technician,09/18/2018 07:34:59.000000000,2,High School,5,3243.75,41,24,3,25,62,10,60,0,0.31,false
8120278905243,Sales,Male,36,Analyst,06/13/2010 01:07:22.000000000,7,High School,2,7587.4,53,41,4,29,31,19,25,2,3.61,true
4597611234213,Sales,Male,57,Consultant,05/16/2009 10:34:26.000000000,10,Master,4,2088.4,48,41,15,0,40,19,96,2,2.56,true
9473175757125,IT,Female,33,Consultant,05/20/2002 08:08:31.000000000,10,PhD,5,6810.82,54,10,4,5,80,8,89,0,2.16,false
1839289147053,Customer Support,Female,50,Manager,05/20/2016 19:38:11.000000000,5,Bachelor,5,8246.31,63,10,18,3,87,2,95,1,2.82,false
7953238473953,Sales,Male,18,Consultant,11/22/2006 21:12:56.000000000,3,Bachelor,1,6497.0,23,16,8,30,79,15,8,2,2.62,false
7041105067043,Marketing,Female,54,Specialist,01/01/2015 22:13:55.000000000,4,PhD,2,788.97,48,3,8,1,73,13,55,0,4.37,false
217159475612,Legal,Male,33,Manager,12/20/2021 12:58:02.000000000,9,Master,2,4081.77,40,45,4,27,28,4,85,1,3.66,true
8476368399637,Marketing,Female,53,Developer,08/01/2005 18:46:13.000000000,2,Bachelor,2,7984.37,38,13,0,7,90,14,100,0,2.96,false
7758058627268,IT,Male,50,Consultant,05/03/2022 05:51:23.000000000,3,PhD,1,2975.22,62,4,20,22,11,6,80,2,5.0,true
104586407982,Finance,Male,59,Consultant,09/26/2006 15:47:11.000000000,5,High School,4,4791.88,44,14,3,2,61,7,56,2,0.56,false
1484371968151,Engineering,Female,30,Manager,05/31/2002 05:11:28.000000000,4,Bachelor,3,8240.18,31,24,12,22,76,11,16,1,1.51,false
4472517051737,Finance,Female,41,Developer,03/24/2001 10:51:48.000000000,10,PhD,4,7450.27,53,16,2,19,39,9,95,2,4.61,true
4352824994578,Operations,Female,48,Analyst,09/28/2008 17:46:34.000000000,7,Master,1,8418.31,61,17,2,8,49,1,99,0,3.97,true
1351744275335,Operations,Female,34,Manager,08/03/2005 14:41:22.000000000,5,Master,1,3892.78,32,47,12,21,35,4,33,0,0.72,false
728436805288,Operations,Female,40,Consultant,05/06/2001 06:36:30.000000000,4,High School,1,5100.73,34,20,1,30,25,18,0,1,3.46,false
7876912621173,Engineering,Female,21,Manager,03/01/2020 12:39:54.000000000,3,Master,2,2896.62,32,45,12,14,7,12,48,0,3.29,false
6425273536640,IT,Female,35,Technician,02/15/2008 04:07:11.000000000,6,PhD,1,370.53,36,42,14,23,26,12,25,1,0.81,false
8265763833552,Legal,Male,46,Developer,04/09/2018 14:18:37.000000000,6,Bachelor,3,3898.19,64,41,3,13,45,15,25,1,1.58,true
4529701282859,Marketing,Male,27,Engineer,10/07/2013 08:16:25.000000000,5,Master,4,5133.07,65,3,8,19,31,12,49,2,0.91,true
2876136132084,Operations,Female,47,Manager,10/11/2005 10:27:45.000000000,9,Master,4,7874.92,53,19,7,9,27,12,53,0,3.62,true
1731609289138,Engineering,Genderfluid,22,Specialist,11/05/2022 13:15:31.000000000,6,PhD,4,1277.72,24,30,17,2,84,4,27,1,0.44,false
3701949923452,HR,Male,43,Analyst,11/27/2020 02:05:52.000000000,9,PhD,1,1882.98,60,19,3,17,35,3,79,0,1.35,true
245537217851,Customer Support,Male,29,Engineer,01/19/2016 16:29:48.000000000,6,Master,3,758.58,28,25,19,13,5,9,37,1,2.01,true
9925264034948,Customer Support,Male,55,Manager,07/08/2021 02:31:33.000000000,9,Bachelor,4,8205.15,37,32,1,4,99,7,75,0,3.52,true
5530278495972,Finance,Female,43,Specialist,06/19/2020 19:49:19.000000000,8,High School,1,2074.7,51,50,17,0,36,4,6,0,0.29,false
1029546616106,Legal,Female,28,Specialist,06/20/2020 09:26:09.000000000,6,PhD,5,2106.76,20,37,7,27,53,14,17,0,2.52,true
5813548560814,Sales,Female,28,Manager,12/06/2022 21:09:16.000000000,3,PhD,1,3051.79,40,10,14,6,89,13,50,0,2.06,false
9729674686371,Marketing,Male,37,Engineer,12/11/2021 04:03:29.000000000,7,PhD,1,6887.39,63,12,10,23,83,17,30,0,4.59,true
7277554095486,Engineering,Female,52,Specialist,10/15/2022 11:40:55.000000000,2,High School,4,6076.0,57,48,11,31,54,8,46,2,2.82,false
3647705071881,IT,Male,52,Developer,08/06/2006 17:14:21.000000000,9,Bachelor,1,4799.82,57,18,19,27,9,14,71,2,2.03,false
3801329904469,Sales,Female,50,Specialist,06/24/2005 04:00:46.000000000,5,Master,4,5458.34,59,13,16,15,42,8,47,1,0.64,false
9916558245416,Legal,Male,58,Specialist,03/21/2001 09:38:50.000000000,9,Master,4,3964.14,36,25,3,20,49,2,54,1,4.63,false
4039042358405,Legal,Female,58,Developer,02/19/2013 09:05:56.000000000,4,Master,4,2777.37,49,43,7,12,100,20,59,1,2.43,true
7344715634614,HR,Female,55,Developer,10/27/2017 10:14:55.000000000,4,PhD,2,6397.66,61,13,13,10,85,17,7,1,4.84,true
3644286636047,Operations,Male,27,Technician,11/14/2022 22:45:06.000000000,2,High School,3,1233.74,21,20,18,22,3,12,83,1,4.73,true
4420098519484,Sales,Male,53,Engineer,02/15/2020 12:51:07.000000000,9,Bachelor,4,4142.93,39,10,2,12,31,6,33,0,0.66,true
